ANO_REF;TURMA_PREF;CURSO;NOME_CURSO;SERIE;SIT_ALUNO;ALUNO;NOME_COMPL;ALUNO_DT_NASC;ALUNO_RG;ALUNO_FONE;ALUNO_EMAIL;ALUNO_FONE_CEL;PAI_NOME;PAI_FONE_CEL;PAI_FONE;PAI_FONE_RECADO;PAI_EMAIL;MAE_NOME;MAE_FONE_CEL;MAE_FONE;MAE_FONE_RECADO;MAE_EMAIL;FINAN_NOME;FINAN_FONE;LEGAL_NOME;LEGAL_FONE
2026;EConAdm-2PMC;0214520201;Ensino Médio/Técnico em Administração;2;Matriculado;2026022;Mariana Almeida Santos;07/12/2010;33.283.409-0;;mariana.santos17@exemplo.com.br;(12) 98561-1745;Antônio Souza Santos;(12) 98392-4545;(12) 3255-5786;;antonio.santos@exemplo.com.br;Carla Costa Almeida;(12) 99512-8933;(12) 3329-9042;(12) 98025-5658;carla.almeida@exemplo.com.br;Eduardo Lima Souza;(12) 99705-4180;Carla Costa Almeida;(12) 99512-8933
2026;EConAdm-2PMB;0214520201;Ensino Médio/Técnico em Administração;2;Transferido;2026023;Sofia Costa Silva;28/05/2010;34.561.553-4;;sofia.silva55@exemplo.com.br;(12) 98625-1986;Ricardo Souza Silva;(12) 99007-2213;(12) 3824-2625;;ricardo.silva@exemplo.com.br;Patrícia Carvalho Costa;(12) 99181-1878;(12) 3412-4457;(12) 98166-3573;patricia.costa@exemplo.com.br;Roberto Oliveira Almeida;(12) 98242-7818;Patrícia Carvalho Costa;(12) 99181-1878
2026;EConInf-1PMA;0214520209;Ensino Médio/Técnico em Informática;1;Pré-matrícula;2026024;Pedro Silva Rodrigues;23/08/2011;24.370.906-9;;pedro.rodrigues26@exemplo.com.br;(12) 98870-2880;Sérgio Ribeiro Rodrigues;(12) 98474-5720;(12) 3757-4683;;sergio.rodrigues@exemplo.com.br;Cláudia Santos Silva;(12) 99447-5632;(12) 3472-3330;(12) 98339-6039;claudia.silva@exemplo.com.br;Cláudia Santos Silva;(12) 99447-5632;Cláudia Santos Silva;(12) 99447-5632
2026;EConEletr-3PMC;0214520205;Ensino Médio/Técnico em Eletrônica;3;Matriculado;2026025;Isabela Souza Almeida;10/12/2009;15.334.790-9;(12) 3221-5415;isabela.almeida74@exemplo.com.br;(12) 98082-3870;Fernando Nascimento Almeida;(12) 98896-2317;(12) 3681-9502;;fernando.almeida@exemplo.com.br;Carla Ribeiro Souza;(12) 99224-1653;(12) 3484-3973;;carla.souza@exemplo.com.br;Fernando Nascimento Almeida;(12) 98896-2317;Fernando Nascimento Almeida;(12) 98896-2317
2026;EConAdm-3PMC;0214520201;Ensino Médio/Técnico em Administração;3;Matriculado;2026026;Beatriz Ribeiro Costa;11/07/2009;35.985.626-0;;beatriz.costa70@exemplo.com.br;(12) 98946-7770;Antônio Souza Costa;(12) 98843-9117;(12) 3255-4073;;antonio.costa@exemplo.com.br;Fernanda Araújo Ribeiro;(12) 98590-7561;(12) 3837-9167;;fernanda.ribeiro@exemplo.com.br;Carlos Martins Oliveira;(12) 98644-5135;Fernanda Araújo Ribeiro;(12) 98590-7561
2026;EConQui-1PMB;0214520235;Ensino Médio/Técnico em Química;1;Matriculado;2026027;Camila Pereira Martins;15/05/2011;39.220.763-2;(12) 3933-5781;camila.martins66@exemplo.com.br;(12) 99444-5479;Ricardo Souza Martins;(12) 99453-3594;(12) 3625-8905;;ricardo.martins@exemplo.com.br;Márcia Almeida Pereira;(12) 98636-1224;(12) 3449-8483;;marcia.pereira@exemplo.com.br;Márcia Almeida Pereira;(12) 98636-1224;Márcia Almeida Pereira;(12) 98636-1224
2026;EConAdm-1PMD;0214520201;Ensino Médio/Técnico em Administração;1;Matriculado;2026028;Gabriel Nascimento Carvalho;11/07/2011;31.665.881-8;(12) 3529-4090;gabriel.carvalho90@exemplo.com.br;(12) 98489-7274;Eduardo Nascimento Carvalho;(12) 99486-5891;(12) 3439-7730;(12) 99525-8749;eduardo.carvalho@exemplo.com.br;Márcia Lima Nascimento;(12) 99715-9022;(12) 3922-7246;;marcia.nascimento@exemplo.com.br;Márcia Lima Nascimento;(12) 99715-9022;Márcia Lima Nascimento;(12) 99715-9022
2026;EConPub-3PMA;0214520217;Ensino Médio/Técnico em Publicidade;3;Matriculado;2026029;Arthur Santos Oliveira;19/09/2009;26.446.738-6;;arthur.oliveira43@exemplo.com.br;(12) 99745-9742;Antônio Souza Oliveira;(12) 99077-8486;(12) 3589-6188;;antonio.oliveira@exemplo.com.br;Renata Souza Santos;(12) 98031-3361;(12) 3977-8994;;renata.santos@exemplo.com.br;Antônio Souza Oliveira;(12) 99077-8486;Antônio Souza Oliveira;(12) 99077-8486
2026;EConQui-3PMC;0214520235;Ensino Médio/Técnico em Química;3;Matriculado;2026030;Matheus Lima Souza;03/12/2009;33.541.249-3;(12) 3779-3950;matheus.souza22@exemplo.com.br;(12) 98358-2293;;;;;;Patrícia Martins Lima;(12) 99850-1474;(12) 3824-7267;;patricia.lima@exemplo.com.br;Patrícia Martins Lima;(12) 99850-1474;Patrícia Martins Lima;(12) 99850-1474
2026;EConInf-2PMC;0214520209;Ensino Médio/Técnico em Informática;2;Pré-matrícula;2026031;Matheus Martins Araújo;15/05/2010;37.806.356-7;;matheus.araujo26@exemplo.com.br;(12) 98787-8916;Roberto Silva Araújo;(12) 99387-9955;(12) 3309-4886;;roberto.araujo@exemplo.com.br;Renata Lima Martins;(12) 98323-2210;(12) 3567-5847;;renata.martins@exemplo.com.br;Roberto Silva Araújo;(12) 99387-9955;Roberto Silva Araújo;(12) 99387-9955
2026;EConACli-1PMA;0214520237;Ensino Médio/Técnico em Análises Clínicas;1;Pré-matrícula;2026032;Mariana Silva Lima;25/11/2011;12.416.907-7;(12) 3573-3153;mariana.lima12@exemplo.com.br;(12) 99862-5835;Carlos Ribeiro Lima;(12) 99243-6772;(12) 3534-7807;(12) 98270-9837;carlos.lima@exemplo.com.br;Cláudia Almeida Silva;(12) 98448-4115;(12) 3574-9697;;claudia.silva@exemplo.com.br;Carlos Ribeiro Lima;(12) 99243-6772;Carlos Ribeiro Lima;(12) 99243-6772
2026;EConACli-1PMA;0214520237;Ensino Médio/Técnico em Análises Clínicas;1;Matriculado;2026033;Isabela Lima Ferreira;26/06/2011;33.788.866-4;(12) 3853-7086;isabela.ferreira14@exemplo.com.br;(12) 99382-4830;José Martins Ferreira;(12) 99544-4696;(12) 3682-1410;;jose.ferreira@exemplo.com.br;Patrícia Pereira Lima;(12) 99761-7511;(12) 3774-6374;;patricia.lima@exemplo.com.br;Antônio Oliveira Carvalho;(12) 98028-5332;Patrícia Pereira Lima;(12) 99761-7511
2026;EConInf-3PMB;0214520209;Ensino Médio/Técnico em Informática;3;Matriculado;2026034;João Martins Ribeiro;10/12/2009;39.479.786-8;(12) 3960-3531;joao.ribeiro54@exemplo.com.br;(12) 99341-2622;;;;;;Fernanda Santos Martins;(12) 98623-9071;(12) 3701-7686;;fernanda.martins@exemplo.com.br;Fernando Souza Ribeiro;(12) 99937-1609;Fernando Souza Ribeiro;(12) 99937-1609
2026;EConACli-1PMA;0214520237;Ensino Médio/Técnico em Análises Clínicas;1;Pré-matrícula;2026035;Larissa Martins Almeida;28/04/2011;23.757.754-9;;larissa.almeida7@exemplo.com.br;(12) 99611-6464;Antônio Souza Almeida;(12) 98124-7523;(12) 3449-3063;;antonio.almeida@exemplo.com.br;Simone Ferreira Martins;(12) 98565-4109;(12) 3410-2124;;simone.martins@exemplo.com.br;Simone Ferreira Martins;(12) 98565-4109;Simone Ferreira Martins;(12) 98565-4109
2026;EConEletr-1PMB;0214520205;Ensino Médio/Técnico em Eletrônica;1;Matriculado;2026036;Matheus Araújo Carvalho;26/03/2011;32.908.907-3;(12) 3216-3854;matheus.carvalho34@exemplo.com.br;(12) 98107-3076;;;;;;Cláudia Pereira Araújo;(12) 98513-3858;(12) 3959-7897;;claudia.araujo@exemplo.com.br;Cláudia Pereira Araújo;(12) 98513-3858;Cláudia Pereira Araújo;(12) 98513-3858
2026;EConPub-1PMA;0214520217;Ensino Médio/Técnico em Publicidade;1;Matriculado;2026037;Isabela Ferreira Nascimento;04/10/2011;35.536.802-1;(12) 3654-2204;isabela.nascimento11@exemplo.com.br;(12) 98659-3430;Ricardo Almeida Nascimento;(12) 99489-9543;(12) 3267-3067;(12) 99296-9984;ricardo.nascimento@exemplo.com.br;Vanessa Santos Ferreira;(12) 98617-8504;(12) 3929-6327;;vanessa.ferreira@exemplo.com.br;Vanessa Santos Ferreira;(12) 98617-8504;Vanessa Santos Ferreira;(12) 98617-8504
2026;EConEletr-3PMD;0214520205;Ensino Médio/Técnico em Eletrônica;3;Matriculado;2026038;Isabela Gomes Santos;04/12/2009;30.537.420-4;(12) 3356-8770;isabela.santos9@exemplo.com.br;(12) 98186-2398;Eduardo Rodrigues Santos;(12) 99818-4743;(12) 3295-8075;(12) 99513-7105;eduardo.santos@exemplo.com.br;Luciana Martins Gomes;(12) 98847-6553;(12) 3333-1982;;luciana.gomes@exemplo.com.br;Luciana Martins Gomes;(12) 98847-6553;Luciana Martins Gomes;(12) 98847-6553
2026;EConEletr-3PMB;0214520205;Ensino Médio/Técnico em Eletrônica;3;Matriculado;2026039;Alice Souza Rodrigues;28/06/2009;32.965.669-5;(12) 3485-4705;alice.rodrigues55@exemplo.com.br;(12) 99730-1430;Fernando Santos Rodrigues;(12) 98720-2697;(12) 3823-5381;(12) 98559-6062;fernando.rodrigues@exemplo.com.br;Cláudia Lima Souza;(12) 99183-9313;(12) 3547-6751;(12) 99781-3347;claudia.souza@exemplo.com.br;Cláudia Lima Souza;(12) 99183-9313;Cláudia Lima Souza;(12) 99183-9313
2026;EConEletr-3PMA;0214520205;Ensino Médio/Técnico em Eletrônica;3;Matriculado;2026040;Beatriz Pereira Ferreira;01/11/2009;19.261.872-9;(12) 3283-5458;beatriz.ferreira57@exemplo.com.br;(12) 99355-7947;José Rodrigues Ferreira;(12) 98929-6585;(12) 3697-8242;;jose.ferreira@exemplo.com.br;Luciana Gomes Pereira;(12) 98322-7062;(12) 3420-9394;(12) 98880-2816;luciana.pereira@exemplo.com.br;José Rodrigues Ferreira;(12) 98929-6585;José Rodrigues Ferreira;(12) 98929-6585
